Respondent,MainBranch,Hobbyist,Age,Age1stCode,Salary,Country,WorkWeekHrs,YearsCode,YearsCodePro
26465,I am a developer by profession,Yes,43,11,98184,Sweden,40,32,22
26466,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,29,21,305000,United States,40,9,8
26467,I am a developer by profession,No,31,26,155000,United States,40,4,2
26469,I am a developer by profession,Yes,24,16,2.00E+05,United States,40,8,2
26470,I am a developer by profession,No,32,12,81000,United States,37.5,8,3
26472,I am a developer by profession,Yes,35,14,136136,Canada,40,19,17
26474,I am a developer by profession,Yes,39,11,140000,United States,40,20,15
26475,I am a developer by profession,Yes,33,16,60797,Australia,40,15,6
26477,I am a developer by profession,Yes,32,13,60711,Japan,40,10,4
26479,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,54,35,134685,Sweden,20,22,18
26481,I am a developer by profession,Yes,28,18,78000,United States,45,10,6
26482,I am a developer by profession,No,48,16,55847,India,30,22,20
26484,I am a developer by profession,Yes,23,12,12566,India,40,10,3
26485,I am a developer by profession,Yes,30,18,90824,India,40,4,8
26486,I am a developer by profession,Yes,24,18,79590,India,40,6,2
26487,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,33,12,70000,United States,40,5,3
26489,I am a developer by profession,Yes,23,17,11560,India,45,6,2
26490,I am a developer by profession,Yes,28,17,26340,Indonesia,32,11,7
26492,I am a developer by profession,Yes,28,22,101688,India,75,7,7
26493,"I used to be a developer by profession, but no longer am",Yes,22,6,97174,Netherlands,40,16,7
26496,I am a developer by profession,Yes,24,13,160000,United States,45,11,2
26497,I am a developer by profession,Yes,24,11,13176,Indonesia,40,13,2
26498,I am a developer by profession,Yes,28,13,94133,Iran,50,10,5
26501,I am a developer by profession,Yes,21,17,3490,India,44,3,3
26502,I am a developer by profession,Yes,52,18,90750,Canada,45,34,25
26503,I am a developer by profession,Yes,30,19,47868,Sweden,40,7,4
26504,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,34,10,1.00E+06,Canada,40,24,10
26505,I am a developer by profession,Yes,42,7,120000,United States,34,35,13
26512,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,26,21,14700,Azerbaijan,60,5,5
26515,I am a developer by profession,Yes,26,10,10000,Nepal,40,7,3
26516,I am a developer by profession,No,24,14,85626,India,62,7,1
26519,"I used to be a developer by profession, but no longer am",No,35,23,103977,India,40,12,9
26522,I am a developer by profession,Yes,30,16,35602,India,50,14,7
26525,I am a developer by profession,Yes,57,20,192370,India,50,37,37
26526,I am a developer by profession,No,30,12,78934,Singapore,40,2,2
26529,I am a developer by profession,Yes,30,17,105000,United States,50,23,18
26532,I am a developer by profession,No,42,12,97542,Australia,38,16,12
26534,I am a developer by profession,Yes,30,18,5724,Argentina,50,12,7
26535,I am a developer by profession,Yes,28,16,7032,India,45,7,5
26536,I am a developer by profession,Yes,32,18,17100,Iran,50,14,13
26538,I am a developer by profession,Yes,31,19,97255,Canada,40,11,7
26539,I am a developer by profession,No,44,18,139047,Iran,60,22,17
26540,I am a developer by profession,No,26,20,13992,Afghanistan,48,6,3
26542,I am a developer by profession,Yes,35,12,151337,France,40,23,11
26543,I am a developer by profession,Yes,27,12,18912,Nepal,50,15,9
26544,I am a developer by profession,Yes,36,12,159000,United States,40,20,13
26545,I am a developer by profession,Yes,25,22,13264,India,48,5,4
26547,I am a developer by profession,No,55,13,1.00E+06,Australia,40,42,33
26548,I am a developer by profession,No,30,17,132714,Germany,40,25,20
26549,I am a developer by profession,Yes,25,18,41597,Canada,40,7,1
26551,I am a developer by profession,Yes,41,8,120089,South Africa,40,28,22
26553,I am a developer by profession,No,30,31,48171,South Korea,8,8,7
26554,I am a developer by profession,Yes,38,12,1.00E+05,United States,40,12,8
26555,I am a developer by profession,No,26,15,15672,Iran,55,11,3
26556,I am a developer by profession,Yes,26,14,4020,India,50,9,4
26558,I am a developer by profession,Yes,27,15,92000,United States,35,12,5
26559,I am a developer by profession,Yes,42,12,1.00E+06,Australia,40,22,20
26563,I am a developer by profession,Yes,41,12,22623,Mexico,40,22,18
26564,I am a developer by profession,Yes,28,18,99951,Canada,55,11,7
26565,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,25,11,86853,Australia,40,14,7
26567,I am a developer by profession,Yes,38,10,107000,United States,50,28,7
26569,I am a developer by profession,No,38,18,73491,Australia,43,20,15
26570,I am a developer by profession,Yes,30,18,129840,India,40,11,5
26572,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,25,18,88139,India,45,9,4
26573,I am a developer by profession,Yes,26,7,250000,United States,40,12,8
26575,I am a developer by profession,Yes,30,19,83195,Afghanistan,40,6,2
26576,I am a developer by profession,No,24,17,102750,United States,50,6,3
26577,I am a developer by profession,Yes,30,9,79437,India,40,4,1
26578,I am a developer by profession,Yes,41,18,210000,United States,50,23,20
26579,I am a developer by profession,No,51,11,150000,United States,45,39,21
26581,I am a developer by profession,No,27,21,660,India,6,2,2
26583,I am a developer by profession,No,30,15,698,India,10,12,4
26584,I am a developer by profession,Yes,31,16,28500,Iran,44,10,6
26585,"I am not primarily a developer, but I write code sometimes as part of my work",No,25,19,70359,China,16,2,3
26586,I am a developer by profession,Yes,48,14,21864,Poland,40,34,24
26589,I am a developer by profession,Yes,30,25,335076,India,35,4,3
26590,I am a developer by profession,Yes,29,16,11169,India,40,15,10
26595,I am a developer by profession,No,25,18,125652,India,50,6,4
26596,I am a developer by profession,Yes,38,8,104675,Philippines,50,30,15
26597,I am a developer by profession,Yes,32,10,106000,United States,35,22,9
26600,I am a developer by profession,Yes,37,15,24000,Iran,55,15,11
26601,I am a developer by profession,Yes,23,15,2792,India,48,5,2
26603,I am a developer by profession,Yes,20,10,75000,United States,30,10,3
26604,I am a developer by profession,No,30,18,103933,India,48,11,10
26606,I am a developer by profession,Yes,55,15,140000,United States,45,40,27
26608,I am a developer by profession,Yes,40,11,139729,Australia,40,29,18
26609,I am a developer by profession,No,30,18,84567,India,50,6,1
26610,I am a developer by profession,Yes,24,13,208000,United Kingdom,50,11,8
26611,I am a developer by profession,Yes,34,20,86159,Russian Federation,40,5,3
26612,I am a developer by profession,Yes,24,18,83616,India,48,6,3
26613,I am a developer by profession,Yes,30,22,126265,Israel,40,22,18
26614,I am a developer by profession,Yes,29,18,32112,India,40,10,7
26616,I am a developer by profession,Yes,44,17,30156,India,50,25,15
26617,I am a developer by profession,Yes,23,14,13212,Russian Federation,8,8,2
26618,I am a developer by profession,Yes,30,20,39600,Viet Nam,30,10,7
26624,I am a developer by profession,Yes,44,5,154584,United States,40,30,25
26628,I am a developer by profession,Yes,21,16,10668,Malaysia,40,6,2
26629,I am a developer by profession,Yes,30,12,55000,United States,48,14,3
26630,"I am not primarily a developer, but I write code sometimes as part of my work",No,25,16,11169,India,9,10,2
26631,I am a developer by profession,Yes,22,11,76762,India,40,6,1
26632,I am a developer by profession,Yes,28,18,22800,Iran,50,10,6
26633,I am a developer by profession,Yes,28,21,50268,India,30,7,4
26634,I am a developer by profession,Yes,24,9,76239,India,9,7,5
26638,I am a developer by profession,Yes,23,19,54455,Canada,40,3,1
26641,I am a developer by profession,Yes,30,15,108036,India,60,13,9
26642,I am a developer by profession,Yes,23,18,98106,India,100,4,4
26643,I am a developer by profession,Yes,35,18,37752,Russian Federation,168,13,13
26645,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,25,18,9864,Turkey,40,5,1
26647,I am a developer by profession,Yes,52,20,2856,Iran,50,30,20
26648,I am a developer by profession,Yes,26,16,18150,India,54,11,6
26649,I am a developer by profession,No,34,15,14256,Iran,50,12,8
26650,I am a developer by profession,Yes,28,15,30216,France,35,14,2
26651,I am a developer by profession,Yes,30,22,100469,India,40,10,10
26654,I am a developer by profession,Yes,31,28,52000,United States,38,3,1
26656,I am a developer by profession,Yes,39,7,64860,Netherlands,40,32,20
26657,I am a developer by profession,Yes,39,16,25296,Argentina,40,20,6
26658,I am a developer by profession,Yes,32,19,98959,India,42,13,6
26661,I am a developer by profession,Yes,28,18,92334,India,44,10,5
26664,I am a developer by profession,Yes,37,16,180000,United States,40,10,10
26666,I am a developer by profession,Yes,23,18,76432,India,44,4,1
26667,I am a developer by profession,Yes,40,15,62352,Czech Republic,40,25,15
26668,I am a developer by profession,No,36,16,75669,Latvia,168,26,18
26669,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,55,14,54049,France,35,40,30
26671,I am a developer by profession,No,28,10,28440,Philippines,40,12,8
26672,I am a developer by profession,Yes,21,15,3348,India,100,5,1
26673,I am a developer by profession,Yes,30,15,5868,India,55,4,2
26675,I am a developer by profession,Yes,33,19,26350,Indonesia,40,15,9
26676,I am a developer by profession,Yes,29,11,95000,United States,40,16,7
26677,I am a developer by profession,Yes,32,12,10992,Brazil,40,12,7
26678,I am a developer by profession,Yes,24,18,97231,Iran,79,7,5
26679,I am a developer by profession,Yes,30,8,22339,India,40,25,9
26680,I am a developer by profession,Yes,26,14,90000,United States,40,8,1
26683,I am a developer by profession,Yes,29,18,13908,India,45,8,7
26685,I am a developer by profession,Yes,34,15,174000,United States,90,15,15
26686,"I used to be a developer by profession, but no longer am",No,28,15,86312,Iran,40,7,4
26688,I am a developer by profession,Yes,30,17,82902,Pakistan,48,5,1
26689,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,27,17,25944,Lithuania,40,3,1
26690,I am a developer by profession,Yes,30,17,162147,Germany,60,40,31
26691,I am a developer by profession,No,26,13,79223,Nepal,40,3,3
26692,I am a developer by profession,Yes,29,18,80250,India,9,11,3
26693,I am a developer by profession,Yes,25,16,6000,Somalia,32,9,5
26694,I am a developer by profession,Yes,30,10,97719,Ireland,40,12,7
26695,I am a developer by profession,No,31,15,21372,Iran,44,13,8
26697,I am a developer by profession,Yes,31,15,35097,Greece,55,10,5
26698,I am a developer by profession,No,30,18,32924,Nigeria,40,26,20
26699,I am a developer by profession,Yes,24,20,167544,India,40,6,2
26700,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,5,77869,Sri Lanka,40,1,2
26701,I am a developer by profession,Yes,44,23,19896,Bulgaria,40,23,15
26702,I am a developer by profession,Yes,33,10,56040,Finland,38,14,10
26703,I am a developer by profession,Yes,30,16,93962,India,40,10,6
26704,I am a developer by profession,Yes,31,20,16754,India,40,12,10
26705,I am a developer by profession,Yes,32,12,102844,United Kingdom,37,15,8
26706,I am a developer by profession,Yes,31,16,110260,Lithuania,40,15,10
26708,"I am not primarily a developer, but I write code sometimes as part of my work",No,33,10,118255,Russian Federation,20,23,15
26709,I am a developer by profession,Yes,31,15,70264,Germany,42,13,9
26711,I am a developer by profession,Yes,41,5,68507,United Kingdom,45,36,23
26713,I am a developer by profession,No,30,20,19728,Turkey,43,10,5
26714,I am a developer by profession,Yes,57,17,118000,United States,40,40,17
26715,I am a developer by profession,Yes,31,19,104266,China,40,13,10
26716,I am a developer by profession,Yes,35,14,5700,Iran,40,10,10
26717,I am a developer by profession,Yes,44,13,150196,Australia,45,26,24
26719,I am a developer by profession,Yes,22,15,74852,Norway,14,10,2
26720,I am a developer by profession,Yes,25,19,4188,India,40,7,6
26723,I am a developer by profession,Yes,23,12,22701,Malta,40,11,3
26725,I am a developer by profession,No,30,12,81064,Bangladesh,40,4,2
26726,I am a developer by profession,Yes,37,17,74016,Costa Rica,45,20,15
26727,I am a developer by profession,Yes,33,14,48644,Spain,46,16,10
26728,I am a developer by profession,Yes,30,19,83629,Pakistan,45,5,2
26730,I am a developer by profession,Yes,39,37,82714,Romania,40,2,1
26731,"I used to be a developer by profession, but no longer am",Yes,40,15,117748,Germany,40,16,13
26732,I am a developer by profession,Yes,24,18,6981,India,40,2,1
26733,I am a developer by profession,Yes,36,9,64630,United Kingdom,40,25,10
26735,I am a developer by profession,No,30,12,92393,United States,40,7,7
26737,I am a developer by profession,Yes,30,20,78372,India,40,3,1
26738,I am a developer by profession,Yes,43,18,45401,Spain,42,22,17
26739,I am a developer by profession,Yes,31,15,109871,United Kingdom,45,15,10
26741,I am a developer by profession,Yes,26,10,38916,Belgium,45,15,1
26742,I am a developer by profession,No,37,16,11832,Turkey,10,16,10
26746,I am a developer by profession,No,45,10,70150,Australia,38,35,25
26747,I am a developer by profession,Yes,23,15,69955,Uzbekistan,8,5,3
26748,I am a developer by profession,No,21,12,86466,Iran,65,1,6
